_editors_choice,_game_types,_comments,_price,_updated,_size,_installs,_version,_required_android,_content_rating,_interactive_elements,_in_app_products,_offered_by,_developer
0,"['Fingersoft', 'Racing']","39,58,186 total",Install,7 December 2020,137M,"100,000,000+",1.41.1,4.2 and up,"Rated for 3+
Learn more","Users interact, In-game purchases","₹10.00 – ₹1,600.00 per item",Fingersoft,"Visit website
support@fingersoft.com
Privacy Policy
Fingersoft Oy Aleksanterinkatu 4-6 90100 Oulu"
0,"['AXLEBOLT LTD', 'Action']","34,89,718 total",Install,27 November 2020,64M,"50,000,000+",0.14.2,4.4 and up,"Rated for 16+
Strong violence
Learn more","Users interact, Digital purchases","₹65.00 – ₹5,000.00 per item",AXLEBOLT LTD,"Visit website
standoff2@axlebolt.com
Privacy Policy"
0,"['Avid.ly Entertainment', 'Board']","3,01,563 total",Install,25 November 2020,101M,"5,000,000+",2.4.5,4.1 and up,"Rated for 12+
Gambling
Learn more",Digital purchases,"₹75.00 – ₹8,400.00 per item",Avid.ly Entertainment,"bingo@avid.ly
Privacy Policy
香港皇后大道中1號"
Editors' Choice,"['Pocket Gems', 'Strategy']","1,56,681 total",Install,8 December 2020,115M,"10,000,000+",5.29+gn,4.4 and up,"Rated for 7+
Implied violence, Mild violence
Learn more","Users interact, Digital purchases","₹65.00 – ₹6,500.00 per item",Pocket Gems,"Visit website
support+wardragonsdroid@pocketgems.com
Privacy Policy
220 Montgomery Street, Suite 750 San Francisco, CA 94104"
0,"['Playtika UK – House of Fun Limited', 'Casino']","13,62,571 total",Install,1 December 2020,Varies with device,"10,000,000+",3.72,4.0.3 and up,"Rated for 18+
Gambling
Learn more",In-game purchases,"₹64.00 – ₹25,600.00 per item",Playtika UK – House of Fun Limited,"Visit website
Android@playtika.com
Privacy Policy
Pacific Interactive LTD FOR AND BEHALF UHY Hacker Young LLP , Quadrant House ,4 Thomas More Square London , E1W 1YW"
0,"['DeNA Co., Ltd.', 'Role Playing']","3,54,844 total",Install,16 November 2020,84M,"10,000,000+",2.3.0,5.0 and up,"Rated for 3+
Learn more",In-game purchases,"₹79.00 – ₹6,200.00 per item","DeNA Co., Ltd.","Visit website
support@pokemonmasters-game.com
Privacy Policy
東京都渋谷区渋谷2-21-1　渋谷ヒカリエ"
0,"['LiftApp LLC', 'Simulation']","64,280 total",Install,16 October 2020,133M,"10,000,000+",1.1.8,5.0 and up,"Rated for 12+
Sexual innuendo
Learn more",none,"₹85.00 – ₹11,100.00 per item",LiftApp LLC,"Visit website
info@liftapp.by
Privacy Policy
Lift App, LLC 16 Kalvaryjskaja Street, office 262 Minsk, 220004, Belarus"
0,"['Yendis INC', 'Action']","3,097 total",Install,9 December 2020,11M,"100,000+",1.0.9,4.2 and up,"Rated for 3+
Learn more",In-app purchases,"₹80.00 – ₹7,600.00 per item",Yendis INC,"Visit website
krunker@yendis.ch
Privacy Policy
66 Johanna Rd, Trinity Beach QLD 4879"
Editors' Choice,"['BANDAI NAMCO Entertainment Inc.', 'Action']","10,26,403 total",Install,6 November 2020,Varies with device,"10,000,000+",4.12.0,4.4 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, Digital purchases","₹79.00 – ₹3,999.00 per item",BANDAI NAMCO Entertainment Inc.,"Visit website
ww_dragonballz_db_ad@net.bandai.co.jp
Privacy Policy
東京都港区芝5-37-8　バンダイナムコ未来研究所"
Editors' Choice,"['Netmarble', 'Role Playing']","3,78,139 total",Install,6 November 2020,121M,"5,000,000+",1.1.12,4.4 and up,"Rated for 12+
Moderate violence, Sexual innuendo, Mild swearing
Learn more",In-game purchases,"₹89.00 – ₹6,900.00 per item",Netmarble,"Visit website
netmarbles@igsinc.co.kr
Privacy Policy
20th Fl, G-Valley Biz Plaza, 300 Digital-ro, Guro-gu, Seoul, Korea"
0,"['Smart Project GMBH', 'Board']","1,191 total",Install,3 February 2020,33M,"100,000+",2.1.1,4.1 and up,"Rated for 18+
Nudity
Learn more","Users interact, In-app purchases","₹75.00 – ₹4,350.00 per item",Smart Project GMBH,"Visit website
support@smartproject.com
Privacy Policy
Kirchstrasse 52, 3097 Liebefeld, 3097 Liebefeld, SWITZERLAND"
Editors' Choice,"['ELECTRONIC ARTS', 'Role Playing']","16,61,907 total",Install,2 December 2020,78M,"50,000,000+",0.20.643856,4.4 and up,"Rated for 12+
Moderate violence
Learn more","Shares info, Digital purchases","₹89.00 – ₹8,900.00 per item",ELECTRONIC ARTS,"Visit website
help@eamobile.com
Privacy Policy
Geneva, Switzerland"
0,"['Playtika', 'Casino']","17,43,482 total",Install,10 December 2020,Varies with device,"50,000,000+",6.17.4,4.1 and up,"Rated for 18+
Gambling
Learn more",In-game purchases,"₹55.00 – ₹26,000.00 per item",Playtika,"Visit website
android@playtika.com
Privacy Policy
Playtika Holdings LLC 2225 Village Walk Drive suite 240 Henderson, NV USA 89052"
0,"['Elex', 'Strategy']","1,55,737 total",Install,1 December 2020,104M,"5,000,000+",3.7.0,4.1 and up,"Rated for 7+
Mild violence
Learn more","Users interact, Digital purchases","₹60.00 – ₹18,600.00 per item",Elex,"Visit website
aoe2_help@elex.com
Privacy Policy
Flat/RM 603 6/F, Laws Commercial Plaza, 788 Chueng Sha Wan Road, Cheung Sha Wan, Hong Kong"
0,"['My.com B.V.', 'Action']","2,99,492 total",Install,1 December 2020,72M,"10,000,000+",4.3.0,4.2 and up,"Rated for 16+
Strong violence
Learn more","Users interact, In-game purchases","₹79.00 – ₹8,800.00 per item",My.com B.V.,"Visit website
Lefttosurvive@corp.my.com
Privacy Policy
Barbara Strozzilaan 201, 1083 HN AMSTERDAM, Nederland"
0,"['Tactile Games', 'Puzzle']","9,13,726 total",Install,3 December 2020,159M,"10,000,000+",1.87.3,5.0 and up,"Rated for 3+
Learn more",In-game purchases,"₹80.00 – ₹7,900.00 per item",Tactile Games,"Visit website
lilysgarden@tactile.dk
Privacy Policy
Tactile Games Vestergade 33 1456 Copenhagen K Denmark"
0,"['RORTOS', 'Simulation']","70,466 total",₹29.00 Buy,24 November 2020,60M,"1,000,000+",1.2.3,4.3 and up,"Rated for 3+
Learn more",Digital purchases,"₹319.00 – ₹2,349.00 per item",RORTOS,"Visit website
rfs@rortos.com
Privacy Policy
Via del Pontiere 11 37122 Verona VR Italy"
0,"['Supercell', 'Strategy']","60,18,489 total",Install,4 November 2020,126M,"50,000,000+",43.87,4.1 and up,"Rated for 7+
Mild violence
Learn more","Users interact, Digital purchases","₹89.00 – ₹8,900.00 per item",Supercell,"Visit website
gp-info@supercell.com
Privacy Policy
Itamerenkatu 11-13 00180 Helsinki Finland"
0,"['Ludia Inc.', 'Simulation']","15,57,855 total",Install,19 November 2020,36M,"50,000,000+",1.47.5,5.1 and up,"Rated for 7+
Mild violence
Learn more","Shares info, Digital purchases","₹90.00 – ₹26,000.00 per item",Ludia Inc.,"Visit website
support+jurassicworld@ludia.com
Privacy Policy
400-410 St. Nicolas Montreal, Quebec, Canada H2Y 2P5"
0,"['Socialpoint', 'Strategy']","32,23,482 total",Install,9 December 2020,108M,"50,000,000+",10.5.8,4.1 and up,"Rated for 7+
Mild violence
Learn more",Digital purchases,"₹28.27 – ₹7,943.00 per item",Socialpoint,"Visit website
info@socialpoint.es
Privacy Policy
Llacuna 166, Planta 10 08018 Barcelona Spain"
0,"['Camel Games Limited', 'Strategy']","3,63,969 total",Install,10 December 2020,37M,"10,000,000+",1.5.22,4.1 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, Digital purchases","₹90.00 – ₹26,000.00 per item",Camel Games Limited,"Visit website
wao@camel4u.com
Privacy Policy
9/F., MW Tower, No.111 Bonham Strand, Sheung Wan, Hong Kong"
0,"['PoseidonGames', 'Arcade']","4,37,150 total",Install,2 December 2020,61M,"10,000,000+",1.2.72,4.4 and up,"Rated for 12+
Sexual innuendo
Learn more",none,"₹65.00 – ₹8,900.00 per item",PoseidonGames,"Visit website
bricksxball@gmail.com
Privacy Policy
ROOM 26. 4/F,TUNG HIP COMMERCIAL BUILDING,244-248 DES VOEUX ROAD CENTRAL,CENTRAL,HONGKONG"
Editors' Choice,"['NaturalMotionGames Ltd', 'Racing']","43,08,489 total",Install,1 December 2020,79M,"10,000,000+",2.17.2,4.4 and up,"Rated for 3+
Learn more","Users interact, Digital purchases","₹69.00 – ₹6,700.00 per item",NaturalMotionGames Ltd,"Visit website
android.support@zynga.com
Privacy Policy
6 Agar Street London WC2N 4HN"
0,"['PLAYNETA LIMITED', 'Casual']","3,72,208 total",Install,3 December 2020,95M,"10,000,000+",4.8.86001,4.4 and up,"Rated for 18+
Learn more","Users interact, Digital purchases","₹10.00 – ₹26,000.00 per item",PLAYNETA LIMITED,"Visit website
support@getkisskiss.com
Privacy Policy
Boumpoulinas, 1-3 BOUBOULINA BUILDING, Flat/Office 42, 1060, Nicosia, Cyprus"
0,"['Miniclip.com', 'Sports']","4,93,036 total",Install,13 November 2020,53M,"10,000,000+",1.17.0,4.1 and up,"Rated for 3+
Learn more",Digital purchases,"₹34.00 – ₹6,770.12 per item",Miniclip.com,"Visit website
support@miniclip.com
Privacy Policy
Miniclip SA Case Postale 2671 2001 Neuchâtel Switzerland"
0,"['Hitwicket Cricket Games', 'Sports']","16,175 total",Install,9 December 2020,Varies with device,"1,000,000+",3.6.19,6.0 and up,"Rated for 3+
Learn more","Users interact, In-game purchases","₹10.00 – ₹7,900.00 per item",Hitwicket Cricket Games,"Visit website
superstars@hitwicket.com
Privacy Policy
Jubilee Hills, Hyderabad"
Editors' Choice,"['Wildlife Studios', 'Action']","6,54,130 total",Install,3 December 2020,167M,"10,000,000+",2.13.0,6.0 and up,"Rated for 3+
Learn more","Users interact, In-game purchases","₹85.00 – ₹8,400.00 per item",Wildlife Studios,"Visit website
zoobasupport@wildlifestudios.com
Privacy Policy
Block D, Iveagh Court Harcourt Road Dublin 2 Dublin, Dublin D02"
0,"['DoubleUGames', 'Casino']","6,40,449 total",Install,1 December 2020,99M,"10,000,000+",6.34.3,4.0.3 and up,"Rated for 18+
Gambling
Learn more","Users interact, Digital purchases","₹90.00 – ₹26,000.00 per item",DoubleUGames,"Visit website
support@doubleucasino.com
Privacy Policy
Eonjuro 81 Gil 26 Gangnam-gu, Seoul 135-080 South Korea +82-2-563-2961"
0,"['Zynga', 'Puzzle']","3,23,084 total",Install,7 December 2020,126M,"5,000,000+",24.0.609,5.0 and up,"Rated for 3+
Learn more","Users interact, In-game purchases","₹85.00 – ₹8,800.00 per item",Zynga,"Visit website
android.support@zynga.com
Privacy Policy
699 8th Street, San Francisco. CA"
0,"['Netmarble', 'Role Playing']","59,359 total",Install,14 November 2020,Varies with device,"1,000,000+",1.0.12,Varies with device,"Rated for 12+
Moderate violence
Learn more","Users interact, In-game purchases","₹269.00 – ₹8,900.00 per item",Netmarble,"Visit website
netmarbles@igsinc.co.kr
Privacy Policy
20th Fl, G-Valley Biz Plaza, 300 Digital-ro, Guro-gu, Seoul, Korea"
0,"['Kefir!', 'Adventure']","71,576 total",Install,3 December 2020,150M,"1,000,000+",1.1.8.11,4.4 and up,"Rated for 16+
Strong violence
Learn more","Users interact, Digital purchases","₹80.00 – ₹8,600.00 per item",Kefir!,"Visit website
frostborn.support@kefirgames.com
Privacy Policy
102 Lenina Prosp., Office 311 Volgograd, 400078 Russia"
0,"['FT Games', 'Strategy']","81,522 total",Install,26 November 2020,88M,"5,000,000+",9.904.1,4.0.3 and up,"Rated for 7+
Implied violence
Learn more","Users interact, Digital purchases","₹90.00 – ₹13,400.00 per item",FT Games,"seasnake.198209@gmail.com
Privacy Policy
RM 1701(228) 17/F HENAN BLDG NO 90 JAFFE RD WANCHAI HongKong"
0,"['Bubble Shooter', 'Casual']","12,01,479 total",Install,1 December 2020,23M,"100,000,000+",12.1.9,4.1 and up,"Rated for 3+
Learn more",Digital purchases,"₹34.99 – ₹8,300.00 per item",Bubble Shooter,"Visit website
supportoriginal@ilyon.net
Privacy Policy
Lev Haarets Rosh Haayin"
0,"['Peak', 'Puzzle']","30,23,886 total",Install,27 November 2020,143M,"50,000,000+",6096,4.4 and up,"Rated for 3+
Learn more","Users interact, In-game purchases","₹80.00 – ₹8,300.00 per item",Peak,"Visit website
support@peak.com
Privacy Policy
Turkey"
0,"['First Touch Games Ltd.', 'Sports']","7,15,609 total",Install,26 November 2020,94M,"50,000,000+",1.96,5.0 and up,"Rated for 3+
Learn more","Users interact, In-game purchases","₹85.00 – ₹8,300.00 per item",First Touch Games Ltd.,"Visit website
support@ftgames.com
Privacy Policy
PO Box 930 Oxford OX1 9RW"
0,"['HK HERO ENTERTAINMENT CO., LIMITED', 'Action']","2,90,008 total",Install,16 September 2020,75M,"10,000,000+",2.9,4.3 and up,"Rated for 16+
Strong violence
Learn more","Users interact, In-game purchases","₹85.00 – ₹12,500.00 per item","HK HERO ENTERTAINMENT CO., LIMITED","lastdayrulessurvival@gmail.com
Privacy Policy
ROOM 06 BLK A 23/F HOOVER IND BLDG 26-38 KWAI CHEONG RD KWAI CHUNG N.T，HK"
0,"['ONEMT', 'Strategy']","50,938 total",Install,1 December 2020,Varies with device,"1,000,000+",1.10.1,4.2 and up,"Rated for 12+
Horror
Learn more","Users interact, In-game purchases","₹65.00 – ₹26,000.00 per item",ONEMT,"Visit website
serviceros@onemt.com
Privacy Policy
Room 1903, 19/F, Lee Garden One 33 Hysan Avenue Causeway Bay HK999077 Lokka Entertainment Hong Kong Limited"
0,"['Triwin Games', 'Casino']","3,13,201 total",Install,2 December 2020,93M,"5,000,000+",1.8.8,4.4 and up,"Rated for 18+
Simulated gambling
Learn more",Digital purchases,"₹130.00 – ₹13,700.00 per item",Triwin Games,"Visit website
tycooncasino@gmail.com
Privacy Policy
Rm.4B, Kingswell Comm Tower, 171-173 Lockhart Rd, Wanchai,Hong Kong."
0,"['Comfun', 'Card']","22,591 total",Install,18 November 2020,49M,"5,000,000+",6.2.20201118,4.1 and up,"Rated for 12+
Simulated gambling
Learn more","Users interact, Digital purchases","₹10.00 – ₹25,000.00 per item",Comfun,"Visit website
market@comfun.com
Privacy Policy
MG Road , Gurgaon , Haryana , India"
0,"['ONESOFT', 'Arcade']","5,44,618 total",Install,4 December 2020,187M,"10,000,000+",7.81,5.0 and up,"Rated for 7+
Mild violence, Implied violence
Learn more",Digital purchases,"₹15.00 – ₹12,800.00 per item",ONESOFT,"Visit website
1945.support@onesoft.com.vn
Privacy Policy
470 NORTH BRIDGE ROAD, SINGAPORE"
Editors' Choice,"['SYBO Games', 'Arcade']","3,45,88,734 total",Install,9 December 2020,143M,"1,000,000,000+",2.10.0,4.4 and up,"Rated for 12+
Moderate violence
Learn more",In-game purchases,"₹70.00 – ₹7,900.00 per item",SYBO Games,"Visit website
subwaysurfers@sybo.zendesk.com
Privacy Policy
Jorcks Passage 1A, 4. th. 1162 Copenhagen Denmark"
0,"['Madness Limited', 'Casino']","50,184 total",Install,23 October 2020,99M,"1,000,000+",1.3.6,4.4 and up,"Rated for 18+
Simulated gambling
Learn more",In-game purchases,"₹80.00 – ₹25,400.00 per item",Madness Limited,"Visit website
casinosupertop1@gmail.com
Privacy Policy
594-596 Nathan Road, Mongkok, Kowloon, Hong Kong"
0,"['tap4fun', 'Strategy']","2,57,866 total",Install,1 December 2020,91M,"10,000,000+",0.9.17,4.1 and up,"Rated for 7+
Mild violence
Learn more","Users interact, Digital purchases","₹90.00 – ₹9,000.00 per item",tap4fun,"Visit website
brutalage@nibirutech.com
Privacy Policy
Tianfu St,Tianfu Software Pk,A3 Chengdu, Sichuan 610041 China"
0,"['Octro, Inc.', 'Casual']","81,195 total",Install,14 November 2020,40M,"5,000,000+",6.01,4.1 and up,"Rated for 3+
Learn more",none,"₹10.00 – ₹7,500.00 per item","Octro, Inc.","Visit website
tambola.support@octro.com
Privacy Policy
2222 Jurgensen Ln, Sugarland, TX 77479, USA"
0,"['Game Insight', 'Simulation']","8,57,010 total",Install,7 December 2020,148M,"10,000,000+",8.6.26,4.4 and up,"Rated for 12+
Horror
Learn more",In-game purchases,"₹80.00 – ₹9,200.00 per item",Game Insight,"Visit website
support_airportcity@game-insight.com
Privacy Policy
Antakalnio st. 17, LT-10312, Vilnius, Lithuania"
Editors' Choice,"['Nordcurrent', 'Arcade']","43,93,259 total",Install,7 December 2020,107M,"100,000,000+",11.0.0,4.4 and up,"Rated for 3+
Learn more",In-game purchases,"₹85.00 – ₹8,500.00 per item",Nordcurrent,"Visit website
support@nordcurrent.com
Privacy Policy
Nordcurrent Group UAB Gostauto 40a, Vilnius, 03163 Lithuania"
0,"['Gameberry Labs', 'Board']","5,12,410 total",Install,9 December 2020,71M,"10,000,000+",1.22.163,4.4 and up,"Rated for 3+
Learn more",In-game purchases,"₹10.00 – ₹17,000.00 per item",Gameberry Labs,"Visit website
support@gameberrylabs.com
Privacy Policy
Golden Tower, #697, 12th Cross, 27th Main, HSR Layout, Sector 1 Bangalore - 560102 Karnataka, India"
0,"['GAMEVIL', 'Role Playing']","61,898 total",Install,1 December 2020,81M,"1,000,000+",5.2.3,4.2 and up,"Rated for 12+
Moderate violence, Nudity, Horror
Learn more","Users interact, Digital purchases","₹179.00 – ₹8,900.00 per item",GAMEVIL,"Visit website
help@gamevil.com
Privacy Policy
131, Gasan digital 1-ro, Geumcheon-gu, Seoul, Republic of Korea"
Editors' Choice,"['JOYCITY Corp.', 'Strategy']","60,384 total",Install,9 December 2020,104M,"5,000,000+",3.9.2,5.0 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, In-game purchases","₹75.00 – ₹26,000.00 per item",JOYCITY Corp.,"Visit website
gbtw@joycity.com
Privacy Policy
Bundang First Tower 10th Floor, 55 Bundang-ro, Bundang-gu, Seongnam-si, Gyeonggi-do, South Korea 13591 Business Registration(License) Number: 116-81-54101"
Editors' Choice,"['Wooga', 'Adventure']","7,36,760 total",Install,9 December 2020,Varies with device,"10,000,000+",2.22.2,4.4 and up,"Rated for 7+
Implied violence
Learn more",Digital purchases,"₹28.49 – ₹7,000.00 per item",Wooga,"Visit website
support@wooga.net
Privacy Policy
Wooga GmbH Saarbruecker Str. 38 D-10405 Berlin Germany , Fax: +49-30-89 64 90 64 Handelsregister: Berlin-Charlottenburg, HRB 117846 Geschäftsführer: Nai Chang USt-ID: ‪ DE264806829‬‬ Plattform zur Online-Streitbeilegung der EU-Kommission: ‪‪http://www.ec.europa.eu/consumers/odr‬‬‬‬"
Editors' Choice,"['King', 'Casual']","34,53,485 total",Install,8 December 2020,78M,"100,000,000+",1.268.19,4.0.3 and up,"Rated for 3+
Learn more","Users interact, Shares info, Digital purchases","₹55.00 – ₹7,900.00 per item",King,"Visit website
petrescue.techhelp@king.com
Privacy Policy
King.com Limited Aragon Business Centre, Level 4, Dragonara Road, St Julians STJ3140, Malta"
0,"['Indigo Technology Pte. Ltd.', 'Board']","1,77,352 total",Install,26 November 2020,33M,"10,000,000+",2.10.2,4.1 and up,"Rated for 3+
Learn more","Users interact, In-game purchases","₹80.00 – ₹17,400.00 per item",Indigo Technology Pte. Ltd.,"Visit website
ludotalent.1@gmail.com
Privacy Policy
30 Pasir Panjang Road #15-31A Mapletree Business City, Singapore"
